Video_ID,Views,Likes,Dislikes
2gTC4uWP3_Y,48903,463,13
2f6DvjFipTU,11015,30,7
2eoDxcgP0BM,873397,9239,157
2eIc9dLbuwc,83681,1280,16
2drmxfsLnJw,63748,1391,64
2dQBsX791pk,1006231,17504,302
2cSsKzhut0M,1060318,29655,182
2c-O98E1eFY,116271,5908,67
2bVik34nWws,6077187,167404,2488
2bFHdkzqSZA,910263,4824,512
2aIuWcT-O_M,95972,602,68
2XDZpKxCXi0,33636,497,8
2WouaN6efsk,48839,493,106
2W62Qy7PfPk,121013,1672,381
2W1F_FgiPTE,26351,424,37
2Vao8d50hzw,101529,1830,105
2UGepY7Z8lE,149031,1322,124
2UCij1LkHhI,7455,105,20
2U3YgC5sxTk,141888,5020,129
2SybklT8k1k,775346,16969,135
2SRM1WpVEY4,4245553,16391,501
2Q3s24EMt7E,788,30,0
2PTgLhDP8ZU,26620,213,7
2P9U41e75tE,1775260,29750,1809
2OdjW2WSfp8,1043455,8582,4392
2O5ZyTqFbe8,3119936,36727,1175
2LeIXtLgUsE,1051,24,21
2Lcy3XUDd_A,2379029,51271,790
2K-qzhUPhzQ,61064,1127,44
2Jr2xmsCVlI,48164,641,21
2JgPJpgnut4,2108408,13778,5875
2JYiMZtIkCo,5000321,199470,5465
2J5wTsYAh94,3695968,14391,976
2DVpSHeF6ZI,151124,2763,57
2Cwaneq2w-4,700694,13562,581
2Cn3DVV0LHY,3262232,35257,495
2BpdKO_kNyI,889605,41472,562
29QhPmtXmUM,708862,25514,237
24D2M8Aajxs,45796,712,79
23Q2-1AYJCs,331062,4795,265
2-_rLbU6zJo,403643,5331,565
1zgxDFEifyI,1230152,21728,613
1zBO4dobGvI,63838,671,82
1yO5xIVy2dM,213160,801,57
1uNSPHUCZ58,278348,598,61
1t0hQbULda0,133057,1030,112
1rb52qRwdCc,766905,21865,100
1pn5Q8UyYQk,853843,139,20
1pY6IvkQm2Q,408884,1100,51
1pBougV1JK4,618932,3719,213
1n3xXuEyr40,1158271,22052,520
1mhWzjgbLO0,107295,3854,66
1mgXpnfw6Wk,1869618,10296,241
1mFgMyqHZCE,444274,8357,276
1lc6QzxTeZM,542633,1188,224
1lYcmsfrI-U,547959,4054,61
1lXLGwe_DUU,2340008,27991,714
1l3gM4VH1ec,7870986,190580,1749
1jvkBEWC4BM,16592,238,47
1j95O84GEPs,265257,6501,166
1iogEXKuYD0,1380903,56509,654
1iTMm7agE3M,503244,39082,168
1fSp8NJEw34,774720,10174,319
1fDRkSIvjjg,17001,525,687
1eyFq3addMs,142228,1864,82
1dkgrM4BQjo,16966,216,31
1azT18JxFh0,39668,1142,70
1ak5XGDVeeA,188428,10068,71
1_arFbK-PnE,1128558,34588,1168
1Yy3TLscV6g,24454,559,17
1YA1uFgkJ60,65468,631,12
1WTzouXpwxg,51964,1641,52
1W4RhZzNBMA,19941,179,23
1Vp7TRNJFjc,615833,21245,453
1TBcBEn8YF4,155671,6294,57
1T3RHuPB_cg,23486,290,8
1ScXUFYUjCg,25610,416,37
1Now4KeAiys,1498806,63178,1229
1NDyzCzg40E,119259,895,166
1LzggK5DRBA,5128665,57906,436991
1JwpdIqpI_A,23962,548,106
1JLUn2DFW4w,18389723,470186,6493
1Is8d_FnMTg,786277,7312,393
1IXjOlWakic,59680,592,99
1I0jnpJ34XA,410091,1246,176
1HuPDkma-yA,175756,1570,36
1Expe7hf6MU,6095476,97883,2000
1EVE-XoHOhg,970194,4189,169
1DTxO9tW2p4,8238110,280977,1729
18yuRS2fytQ,703432,23120,356
16TGiQZQw4Y,53884,942,86
15lNHrpUwm4,34725,261,4
14ZCBrP39I0,43576,1750,35
14XitYliorI,414867,16761,201
13nSISwxrY4,1799541,61357,1355
13OtvUxOcUU,444188,4134,132
139Rd2QNzaE,51779,288,99
12bNbB9Phxs,521064,8639,583
12A5mW8PPys,562409,2085,1975
11WNhi0efjQ,17916,206,35
1-VLP-4SEOE,94573,2696,68
0z6-TK07SF8,233125,1657,108
0yG3rWwQ3Jc,163658,1535,40
0xjlNq1ZCko,824,40,0
0xIBUGb3yJ4,180295,2150,970
0uoyHn9vTKY,81637,586,69
0uODBx9D0VE,201313,7315,118
0tkaCRz-zfU,51420,614,28
0tJ2tg3PTWY,259820,4128,260
0sEJeWB3RA8,5470478,48370,1380
0qAiYcej7bo,18833,108,5
0pSQOqwQTNw,281752,2878,54
0ogXPYP5BLc,209066,7856,91
0kuEY8uA548,278434,521,88
0kQWAqjFJS0,1356447,44766,1324
0j1ST7kfTZc,1097,101,1
0ibwzjYJ29o,34661,749,49
0iL1K_l8Jyo,880625,5330,326
0i4s5LgdmjQ,1822284,11111,645
0hwE7MibzB0,3261,218,3
0hVERr3RopQ,70928,571,36
0h5d0byMthI,71650,1297,23
0h-5sAmKsQQ,11342,313,45
0g4IdP9OpmM,40448,413,47
0fIs-g9ssn4,11112,174,22
0dRAOmbBa2E,9487,512,11
0dO0Q2oVrs8,66777,840,42
0dIZgfZkAK8,78745,1657,82
0cQ3sBXpNtw,1126392,15463,290
0afzkLHTUK8,2342009,32773,1946
0aba6YHUO7s,248852,3531,582
0ZcFKPwW8LQ,26050,578,43
0ZHmuRlPrHs,27892,244,5
0YJLCyM6fXc,3291,74,7
0XuOkYlUWIs,11949255,286067,10836
0XciAON0LnU,7055,188,32
0X5bt8fy2tw,15145,328,158
0WPNXn1NMAQ,68744,1242,708
0VI_wABD98M,30018,689,18
0UE6IU2mhU8,420278,3798,194
0U94RUsVj2w,1067743,14829,665
0TRqE7rmi3g,1347429,18950,275
0SZv2vPdj6g,672193,2868,97
0RoOD_GCsOc,65411,1427,63
0QmCcYZMQoQ,139517,1648,81
0NSSicGmfLA,63735,1101,109
0MLE-8U4c2A,505475,4582,206
0LYfDYtJcpo,22270,395,105
0Kcf0XNwbi4,932263,38035,129
0Iz_Ee0CztU,29832,245,413
0IyII2C88Aw,441612,18140,246
0IqcZF-1iM4,82623,714,47
0IMWsMxC1Ko,41717,758,55
0H-a52FoRQQ,1914773,27891,703
0GnAmUSvpAQ,145209,484,49
0Gg8nTEpNRE,410,3,0
0GeCPanRHU0,1998419,29434,359
0FHGVxgmHd0,62690,624,20
0F9zb3UoEGM,9185,87,136
0E3cC8iMtn0,47348,920,68
0DsRtDcsTHk,295792,7424,111
0DAmWHxeoKw,7303190,120076,2592
0BoJkW-I_dI,151398,2205,135
0AQBanTw60w,187602,14449,69
0AG7tsCshXI,292145,3588,1383
04T_k-wi_p4,176972,12531,41
04L5B-ClS40,43992,708,28
048SNZIP40I,2171499,88716,495
02IAhy5OKT0,64462,566,485
-zVhRId0BTw,2351732,29650,771
-wJxorwz2tY,225518,8239,145
-vcYIOIRsBE,41913,689,36
-u5mlYhhXHk,852292,8899,188
-t1781OdVvQ,50485,459,20
-sKVIVTSCFU,424711,1732,54
-qIlCo9yqpY,2186260,45155,1181
-q5xSuI9HOk,189018,9380,67
-mYvoZwV3kI,63851,1039,119
-mIBYBJ5Wkc,126678,1049,176
-gZG_ehP0Ag,302349,2374,177
-g5jxEGQKpo,86580,2542,86
-ePDPGXkvlw,5609414,36038,1384
-cwQ-nAm1qQ,1127647,31906,221
-bPWTtVAUqY,39451,985,15
-a12nTEcoqE,634812,4346,1064
-XtQ17fFUbk,496742,13112,121
-WBhj57fHeI,4640041,97817,1687
-VgOGzBcMIg,1200390,28485,2337
-UZsmvdvweA,97895,764,26
-TFyeoF3t0w,7435,366,14
-T7VXlB4qUI,2332943,27882,309
-T0tdoabF_A,90221,1564,42
-PhGwD4JMfU,526613,30069,233
-OPdUs-AC3w,4530,18,2
-NOp5ROn1HE,5764088,54523,1889
-NFEp52eEWA,947904,28166,118
-Lp3gIYPbg8,27941,68,40
-L7WJRLZ-Jc,410822,4625,931
-KMEOaMCJss,5903358,92764,1385
-Jyd8MeKOgg,1344162,8058,126
-JtwROpSVWc,1047549,15000,482
-IFbx5-lNIc,1116356,40196,253
-ICJsL30Gn4,722980,12844,966
-HRjTzKZ_uA,179598,1232,27
-G6fyAAh7LQ,50248,663,91
-CsGsm4sgV4,116606,307,126
-8aZHWDqU5U,9410,123,41
-7NrIUlD1YE,329261,6081,47
-7J7az7uTm4,624507,11314,641
-4YDUDhMcvM,169842,2711,176
-377BctvQEI,74364,1336,91
-0-yMdKZk5w,160302,1800,200
